,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
2021,0.00011155558296896313,0.08150540337334089,7.63108963889412e-05,7.795642952774842e-05,5.301743847093933e-05,9.591971777268447e-05,8.889996092504296e-05,6.605218206179939e-05,7.121015844151646e-05,7.7424547396353e-05
2022,0.00011156159666410873,9.006655424997397e-05,7.631327265797131e-05,0.04968585687108963,5.30202372457115e-05,0.11633979574838171,8.890415943486334e-05,6.605718161617293e-05,7.121254703755263e-05,7.742631613751451e-05
2023,0.00011156155065918147,9.006416691574468e-05,7.631436537106016e-05,0.05936264847159774,0.01761616014831173,0.10659259218248104,8.890510427087045e-05,6.605583679413248e-05,7.121475460647946e-05,7.742962008731416e-05
2024,0.00011156109466397583,9.00663617724816e-05,7.631245229819869e-05,7.796208586519384e-05,5.302159824490629e-05,0.13962448908427944,0.06570496577055142,6.605844174622223e-05,7.121294111356548e-05,7.742709993093735e-05
2025,0.00011155889081191279,9.006619727208466e-05,0.08757003777005797,0.02258816029099011,5.301988750517949e-05,9.592341252614875e-05,8.89023566064388e-05,6.605602114344281e-05,7.121114481102884e-05,7.742581028601884e-05
2026,0.00011156064593659215,9.006460857286467e-05,7.631192016797545e-05,7.796055163668732e-05,0.09451603843265541,9.59227713859114e-05,8.890375395642279e-05,6.605760718315405e-05,0.06683361176345905,7.742702225677195e-05
2027,0.00011155853089807053,9.006339476077631e-05,7.631342828185746e-05,7.796042802568829e-05,0.07887948902554612,9.592189679393296e-05,8.890493194701842e-05,6.605353836506859e-05,7.121342413512365e-05,0.0447270607048032
2028,0.00011156120696447728,9.00648545090004e-05,7.631317161740185e-05,7.796092513241423e-05,0.0700748504371057,9.592486551851275e-05,8.890470623885627e-05,6.605690177559463e-05,7.12136920717309e-05,0.06270026227759583
2029,0.00011156059820694909,0.014578112723691585,0.048337359438003207,0.03723979273523999,5.301944756839681e-05,9.592619417419418e-05,8.890279909346693e-05,6.605722445065608e-05,7.121106290532596e-05,7.742687627284663e-05
2030,0.00011156207168829246,9.006360385297981e-05,7.631201201725556e-05,0.0935558131909973,5.3021091691159906e-05,9.592250017371101e-05,8.89037833733255e-05,0.0878649630917241,7.121359785995055e-05,7.74270558423812e-05
2031,0.00011156135287712961,9.006464541900897e-05,7.631420417071942e-05,0.13122945605477337,5.302034195544741e-05,9.592327590429153e-05,8.89040636502116e-05,6.605550249521562e-05,7.121310007651425e-05,7.742743481278243e-05
2034,0.00011156126871581316,9.006518994320864e-05,7.631240243484211e-05,0.1968502937628403,5.302066612409878e-05,9.592317014161595e-05,8.890522103040035e-05,6.605708527222454e-05,7.121282946858244e-05,7.742675180710977e-05
2035,0.0001115625009511269,9.006467963313301e-05,7.631269116434071e-05,7.796183898119587e-05,0.0771148468917869,9.592361306535693e-05,0.08953378291907749,0.06405428494669069,7.121352345799666e-05,7.74279747710844e-05
